Template_ID|Template|Question_ID|Placeholders|Num_Answers|Answer|All_Answers|p1|p2|p3|p4|p5|p6|p7|p8|Reference
35|What were the short-term effects of [p1] on [p2]?|169|2|4|B|Trade disruption; Economic growth; Population increase; Religious reform|Napoleonic Wars|Europe|||||||
35|What were the short-term effects of [p1] on [p2]?|170|2|4|C|Social unrest; Industrial reform; Religious revival; Economic balance|Industrial Revolution|Britain|||||||
36|What were the long-term effects of [p1] on [p2]?|171|2|4|A|Democratic government; Loss of sovereignty; Cultural collapse; Economic decline|American Revolution|United States|||||||
36|What were the long-term effects of [p1] on [p2]?|172|2|4|B|Rise of nationalism; Return to monarchy; Feudal restoration; Religious dominance|French Revolution|Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|173|2|4|C|Labor reforms; Religious revival; Technological regression; Economic collapse|Industrial Revolution|Western Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|174|2|4|D|Communist state formation; Feudal order; Religious monarchy; Colonial return|Russian Revolution|Soviet Union|||||||
36|What were the long-term effects of [p1] on [p2]?|175|2|4|A|End of colonialism; Rise of monarchy; Expansion of slavery; Decline of literacy|World War II|Global Community|||||||
36|What were the long-term effects of [p1] on [p2]?|176|2|4|B|Economic liberalization; Isolationism; Feudalism; Imperialism|Cold War|Eastern Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|177|2|4|C|Loss of cultural identity; Political independence; Increased monarchy; Return to empires|Colonization of Africa|African Nations|||||||
36|What were the long-term effects of [p1] on [p2]?|178|2|4|D|Democratic expansion; Religious control; Feudal dominance; Cultural stagnation|Civil Rights Movement|United States|||||||
36|What were the long-term effects of [p1] on [p2]?|179|2|4|A|Industrial modernization; Feudal economy; Religious dominance; Cultural isolation|Meiji Restoration|Japan|||||||
36|What were the long-term effects of [p1] on [p2]?|180|2|4|B|Economic instability; Cultural unification; Religious fragmentation; Territorial collapse|Fall of the Roman Empire|Western Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|181|2|4|C|New trade routes; Feudal wars; Isolation; Economic stagnation|Age of Exploration|Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|182|2|4|D|Growth of capitalism; Return to serfdom; Religious theocracy; Cultural regression|Renaissance|Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|183|2|4|A|Demographic shifts; Economic growth; Cultural unification; Political stability|Black Death|Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|184|2|4|B|Political fragmentation; Economic stability; Religious unity; Feudal expansion|Thirty Years' War|Central Europe|||||||
36|What were the long-term effects of [p1] on [p2]?|185|2|4|C|Rise of democracy; Loss of freedom; Return to empire; Decline in education|Glorious Revolution|England|||||||
